"code","coords.x1","coords.x2"
"E01012138",-1.04505433200906,54.5928852258953
"E01012139",-1.04336110500956,54.5778497112408
"E01012347",-1.58165998738126,54.530380851126
"E01012344",-1.46609727239785,54.5140386935029
"E01012345",-1.45178926081439,54.510669118256
"E01012342",-1.53423826143173,54.5263339317163
"E01012343",-1.52155558326325,54.523974956686
"E01012340",-1.53981066854226,54.5165445172605
"E01012341",-1.53066557260006,54.5170641695577
"E01012348",-1.59018444644006,54.5296626263328
"E01012349",-1.55000068766397,54.5393726369269
"E01008336",-1.63806808507931,55.0140494638935
"E01008337",-1.64482453932422,55.0163078080681
"E01008334",-1.6573204623211,54.9752513990258
"E01008335",-1.65040405258621,54.9721977704371
"E01008332",-1.65420309700934,54.9724555119098
"E01008333",-1.64438123710086,54.9715581093669
"E01008330",-1.69626885529507,54.987948877287
"E01008331",-1.63812781416464,54.9713023549231
"E01008338",-1.65116206426456,55.0147170788458
"E01008339",-1.65463115199195,55.0091950018353
"E01012236",-1.30524934579202,54.5250841543607
"E01012237",-1.30313815805507,54.5197144094451
"E01012234",-1.31719716669217,54.5089422271167
"E01012235",-1.33833419315217,54.482990315706
"E01012232",-1.31289779994575,54.5116985050983
"E01012233",-1.30392220687837,54.5077326411494
"E01012230",-1.30646361235888,54.5141376094545
"E01012231",-1.32321235406321,54.512472593612
"E01012238",-1.30118916391633,54.5480582322475
"E01012239",-1.29236355659641,54.5482957396777
"E01008546",-1.45627478653684,55.0529845306792
"E01008547",-1.47058907787673,55.0516377608042
"E01008542",-1.49168592279331,54.9966800763992
"E01008543",-1.49679849299414,54.993452367494
"E01008540",-1.47549880561025,54.9968983651777
"E01008541",-1.46741734942266,54.9997172826566
"E01008548",-1.47712558371138,55.0487565393895
"E01008549",-1.46265710797278,55.0539748448485
"E01011957",-1.22285384489477,54.6936694180506
"E01011954",-1.23665728632585,54.7115252615229
"E01011955",-1.21293169534408,54.6950749657657
"E01011952",-1.22698092000392,54.7038643048254
"E01011953",-1.22560746553914,54.7083529264806
"E01011950",-1.21793675644514,54.6755437318084
"E01011951",-1.21942419379366,54.6784987718442
"E01011959",-1.29269042600364,54.6845444918002
"E01008436",-1.54060749552885,54.984756559471
"E01008437",-1.64476471803873,54.966726206772
"E01008434",-1.54580590083741,54.9890550841997
"E01008435",-1.5482330225071,54.9847270048203
"E01008432",-1.55285986531502,54.9794750021847
"E01008433",-1.55435765025203,54.9868358069222
"E01008430",-1.54280751756527,54.9777161452102
"E01008431",-1.54870610029005,54.9780920222991
"E01008438",-1.63222811057525,54.9656674797762
"E01008439",-1.63092430581158,54.969937428203
"E01020746",-1.32835855858211,54.7542956781075
"E01020747",-1.35783846035681,54.8355026851591
"E01020744",-1.31982264844312,54.7557125109959
"E01020745",-1.32549748009391,54.7584532272495
"E01020742",-1.33106770254784,54.8288102399722
"E01020743",-1.34239729376957,54.8271147126792
"E01020740",-1.33823983397179,54.8334991909517
"E01020741",-1.33163734582256,54.8318810149263
"E01020748",-1.36273193885662,54.8351132290022
"E01020749",-1.3517187130354,54.8346630279278
"E01020636",-1.74096960453893,54.9038142683008
"E01020637",-1.87470012299975,54.8336645053609
"E01020634",-1.73184337635921,54.9062374266424
"E01020635",-1.72041793128286,54.9061803583291
"E01020632",-1.84217092966087,54.8607593622605
"E01020633",-1.70654752117365,54.8260973362499
"E01020630",-1.85909424567342,54.8609376335972
"E01020631",-1.85130951595569,54.8587680339202
"E01020638",-1.7421568779539,54.8632731728689
"E01008646",-1.51455683608251,54.9670921151563
"E01008647",-1.40268034208613,54.9862007281674
"E01008644",-1.51180859703852,54.9626833101118
"E01008642",-1.52221491774026,54.9696378800701
"E01008643",-1.52020963247806,54.9630175420708
"E01008640",-1.52140464410078,54.9758584815046
"E01008641",-1.5166173918712,54.972110773668
"E01008648",-1.40968944629621,54.9911057791891
"E01008649",-1.38942429684221,54.980683068798
"E01027356",-1.62940886466882,55.3940468521173
"E01027357",-1.68850205128155,55.4099877802195
"E01027358",-1.6973449892198,55.4060485229773
"E01027359",-1.71476870698084,55.4114981651148
"E01033466",-1.22082979868075,54.6962472525746
"E01033465",-1.24375964428413,54.7063199994788
"E01033468",-1.2263018202697,54.5723745550783
"E01033469",-1.23008900717802,54.5572137548458
"E01027456",-1.70753557078944,55.1722473107614
"E01027457",-1.68782310434456,55.1720189258145
"E01027455",-1.70374348617611,55.1612752493193
"E01027452",-1.67932278611334,55.1655163213402
"E01027453",-1.69001987654443,55.1680319142199
"E01008170",-1.61414748517308,54.9540279745343
"E01012118",-1.05709274674442,54.5352750118365
"E01012199",-1.3465334919413,54.5181537787981
"E01008171",-1.60931949967128,54.9520475000701
"E01012198",-1.24090558888312,54.5939473486409
"E01008178",-1.71399890031471,54.9597138266752
"E01008179",-1.72822771016312,54.9595540291569
"E01012076",-1.19750885442774,54.5654040735302
"E01012077",-1.20783702170357,54.564584033884
"E01012074",-1.20902322016063,54.5598112033429
"E01012075",-1.19898280935367,54.5593380433051
"E01012073",-1.18177269391917,54.5288220872693
"E01012071",-1.1790507954213,54.5234946594261
"E01012078",-1.24218568095202,54.5636774636135
"E01012079",-1.23607900623899,54.5584484825763
"E01012326",-1.52464065825686,54.5388237829539
"E01012327",-1.51380153571342,54.5332045420782
"E01012324",-1.54288151124647,54.54744292136
"E01012325",-1.51614572885475,54.5392650400138
"E01012323",-1.55066195727175,54.5484051456708
"E01012328",-1.52013279491248,54.5484884076602
"E01012329",-1.51588383124949,54.5454443054349
"E01008316",-1.56642747160127,54.9959140511927
"E01008397",-1.60779321099551,54.9789092121076
"E01008317",-1.58988407041209,54.999686760098
"E01008396",-1.63197919599559,54.978461395397
"E01008314",-1.57209473524788,54.99696325171
"E01008395",-1.62273283953786,54.9778649991979
"E01008315",-1.58608761647718,54.9960613055579
"E01008394",-1.62427095207158,54.9826264308061
"E01008312",-1.6669759989537,55.0169062861196
"E01008313",-1.65927527712845,55.0168586915919
"E01008392",-1.55987049546719,54.9802155130468
"E01008391",-1.55861029131969,54.9778144184322
"E01008311",-1.65986990451365,55.0201354690886
"E01008390",-1.5581165005856,54.9649671374269
"E01008318",-1.58089938791342,54.9941380017045
"E01008399",-1.63090511592181,54.9756419384301
"E01008319",-1.56229376112876,55.000013012421
"E01008398",-1.63422083737234,54.974176766938
"E01012216",-1.26941250386091,54.6162520398313
"E01012297",-1.29209733505989,54.6223346561443
"E01012217",-1.32623939268285,54.5612501183643
"E01012296",-1.29352267232046,54.6177101112569
"E01012214",-1.2758081250809,54.6118387702527
"E01012295",-1.41900847843755,54.6039311465074
"E01012215",-1.27934786946406,54.6109019100208
"E01012294",-1.39067541555233,54.5897954972865
"E01012212",-1.3304174454043,54.5924734241371
"E01012213",-1.3257377972861,54.5889721995208
"E01012292",-1.29361038657191,54.5407892731774
"E01012210",-1.3114509645145,54.5977595775854
"E01012291",-1.29972578681566,54.5433114443468
"E01012211",-1.31923083380963,54.5957516108605
"E01012290",-1.30206509167049,54.5361403714039
"E01008276",-1.71474227114677,54.9436215138151
"E01008277",-1.72259234243611,54.9513973722668
"E01008274",-1.6774895461125,54.9236114438764
"E01008275",-1.69136087625861,54.939435720887
"E01008272",-1.67326951917243,54.9259491428688
"E01008273",-1.68202634695547,54.9247691609965
"E01008270",-1.68459648161193,54.9356816243461
"E01012218",-1.33073840544927,54.5586789702771
"E01012299",-1.35217465395816,54.5074390424718
"E01008271",-1.69407841456199,54.9361331484343
"E01012219",-1.33333387684058,54.5677510225172
"E01012298",-1.33714013511483,54.500864434373
"E01008278",-1.7351993497038,54.9457245473831
"E01008279",-1.73179145370974,54.9535818341184
"E01020597",-1.58587719661279,54.8624092780663
"E01020596",-1.5799341847385,54.8644663044409
"E01020595",-1.5667679832028,54.8501991811882
"E01020594",-1.57271501142386,54.8498570289222
"E01020593",-1.57659092081001,54.8546435888157
"E01020592",-1.58320818573371,54.856330219712
"E01020591",-1.51487400177495,54.8541284141365
"E01020590",-1.51221735643589,54.848766721222
"E01020599",-1.58301825183993,54.8492423079942
"E01020598",-1.57193401154867,54.8626254679912
"E01008526",-1.4603652228654,55.01584450154
"E01008527",-1.44613757008772,55.0156246420779
"E01008524",-1.44364746670087,55.0075025268074
"E01008525",-1.45140409528495,55.0184839829373
"E01008522",-1.47001241425505,55.0399234199621
"E01008523",-1.45733190076507,55.0490945183629
"E01008520",-1.45798340040783,55.0446599921653
"E01008521",-1.47617997312903,55.0386591624453
"E01008528",-1.45324494570517,55.0139054906712
"E01008529",-1.44754564783658,55.0123123766448
"E01008416",-1.68875168093562,54.9819935589877
"E01008497",-1.43906104279018,55.0343804401996
"E01008496",-1.43301567368542,55.0353001086865
"E01008495",-1.43707242011282,55.0308767385985
"E01008415",-1.68813854827702,54.9779667952982
"E01008494",-1.44886793908632,55.0264615939422
"E01008412",-1.58375211253311,54.980900909906
"E01008493",-1.4412581031213,55.0265974146901
"E01008413",-1.5854608786934,54.9791996558019
"E01008492",-1.4744418611005,55.0111283794295
"E01008410",-1.59011040996314,54.9806981500732
"E01008491",-1.4817331950848,55.0168715086314
"E01008411",-1.59505202608146,54.981977006277
"E01008490",-1.47901893666708,55.0207534235671
"E01008418",-1.61025213665226,55.0046258149694
"E01008499",-1.57016961993328,55.0256496888241
"E01008419",-1.62160966253548,55.0049184295681
"E01008498",-1.45000933028448,55.0313254987836
"E01020726",-1.50009873956639,54.8140766039344
"E01020727",-1.50539545845804,54.8132497814541
"E01020724",-1.5437531780986,54.7750780172572
"E01020725",-1.48760318524861,54.7909045354063
"E01020722",-1.55222726459686,54.7816244488817
"E01020723",-1.55218387823869,54.7788826910179
"E01020720",-1.57370089580476,54.7962195235036
"E01020721",-1.56768198801357,54.794782980187
"E01020729",-1.4713449027812,54.7713584314901
"E01008776",-1.42364246645518,54.8784997448629
"E01008777",-1.41861163312642,54.8755294449204
"E01008774",-1.43298924338152,54.8717733515963
"E01008775",-1.43916196118998,54.8671927562922
"E01008772",-1.43919125045283,54.8729212457661
"E01008773",-1.42799416718735,54.8725191335161
"E01008770",-1.41608584006223,54.8633379597444
"E01008771",-1.40661939355577,54.8613966718593
"E01008778",-1.42971216316146,54.8760227860638
"E01008779",-1.36810661835448,54.8841578193553
"E01020616",-1.60649583864398,54.8719301831395
"E01020697",-1.52179800534412,54.7346562618755
"E01020617",-1.61793196353215,54.8701689070814
"E01020696",-1.56736039986071,54.7255936017856
"E01020614",-1.59795948382556,54.884002751429
"E01020695",-1.51570896493321,54.7398075749439
"E01020615",-1.60010499207453,54.8756650101226
"E01020694",-1.52348549371414,54.7396834408078
"E01020612",-1.5722356837907,54.868570245044
"E01020693",-1.54193557569238,54.7805691176813
"E01020613",-1.59498875836989,54.8866229135264
"E01020692",-1.54477076571932,54.7848920826839
"E01020691",-1.52415693825988,54.788603012755
"E01020611",-1.5671871116097,54.8762351416703
"E01020690",-1.5219914580309,54.7914863634824
"E01020618",-1.60614206693995,54.8574025363343
"E01020699",-1.49283209699287,54.7158357573542
"E01020698",-1.50332996669141,54.7122463670317
"E01008627",-1.4921042645757,54.9545124730031
"E01008624",-1.39044997989008,54.9729687771886
"E01008625",-1.39629252720973,54.9711552598608
"E01008622",-1.40550177739278,54.9654254876965
"E01008621",-1.41275316815732,54.9519287684566
"E01008628",-1.47718699037682,54.9556299119061
"E01008629",-1.48482696755785,54.9518657415626
"E01027546",-1.55936453974853,55.1804011212608
"E01027544",-1.5167415891843,55.1801617588836
"E01027543",-1.52159281084986,55.1812658751894
"E01027540",-1.55080193432086,55.1853725314334
"E01027549",-1.5386971169156,55.1785246367924
"E01027436",-1.54293373766655,55.0652137187493
"E01027437",-1.51428909736675,55.1121290306145
"E01027434",-1.51850614674881,55.0659322992785
"E01027435",-1.55254151078846,55.0625999597325
"E01027432",-1.52316771753919,55.0716602968352
"E01027433",-1.53081862141124,55.0735551110103
"E01027430",-1.5205749543004,55.1147054872697
"E01027438",-1.50775231230868,55.1137665030051
"E01027439",-1.52219508697236,55.1083356571227
"E01020856",-1.80670544211517,54.6129529782504
"E01020857",-1.98041600261162,54.5726126603376
"E01020854",-1.92710985796938,54.5420761716057
"E01020855",-1.91961808824987,54.5498229924963
"E01020852",-1.91574634795169,54.5441165230896
"E01020853",-1.91144284686513,54.5482003721935
"E01020850",-1.57901545783229,54.6346433354795
"E01020851",-1.56240222232969,54.6334636124782
"E01020858",-1.74776101034766,54.6508132768437
"E01020859",-1.74433724157466,54.6481765839768
"E01008866",-1.54437769897033,54.8821132040284
"E01008867",-1.53773355093005,54.8973748135948
"E01008864",-1.5526583512301,54.8784666820844
"E01008865",-1.53139486339474,54.8824482977599
"E01008862",-1.50989082920713,54.885311999666
"E01008863",-1.53688249458334,54.8791881943785
"E01008860",-1.52857271970293,54.9141918106294
"E01008861",-1.51634627124284,54.8843942626211
"E01008868",-1.54911660139355,54.8958141926276
"E01008869",-1.54445231233099,54.8986787262246
"E01012167",-1.16692631382877,54.5664984332767
"E01012164",-0.986182373692866,54.5580565777198
"E01012165",-0.976152415234781,54.5625718315442
"E01012162",-0.959254728749359,54.5575502190845
"E01012163",-0.973273531786741,54.5651622620936
"E01012160",-0.984171730976505,54.5815050904908
"E01012161",-0.973893661556958,54.5807258910531
"E01012168",-1.15623287620014,54.5646083618893
"E01012056",-1.24669706884014,54.562824571648
"E01012057",-1.25049756241238,54.5576311136759
"E01012054",-1.25655916739588,54.5555909670987
"E01012055",-1.24179736623118,54.5536642834205
"E01012052",-1.21325491794351,54.5379119898759
"E01012053",-1.25457640089829,54.5520868793194
"E01012050",-1.21698737370638,54.5451753005066
"E01012051",-1.21474098615538,54.5422283760667
"E01012058",-1.20645491184573,54.5698268406488
"E01012059",-1.21129265473251,54.5704571665827
"E01012306",-1.53161944382939,54.5211419803152
"E01012307",-1.53656427495777,54.5334421743048
"E01012304",-1.53920536421511,54.5226330034131
"E01012305",-1.5401595941086,54.5198954762225
"E01012302",-1.35023801174694,54.497335835345
"E01012303",-1.35869672247689,54.4951258684053
"E01012300",-1.35642625021261,54.5000850692543
"E01012301",-1.32867193400104,54.5029599264717
"E01008366",-1.59680901153495,54.9907306636641
"E01008367",-1.60050604611645,54.988040330833
"E01008364",-1.57445360991866,54.9893963247199
"E01008365",-1.57994778704705,54.9886511641082
"E01008362",-1.57786353197649,54.982461677679
"E01008363",-1.56801655709953,54.9917461740658
"E01008360",-1.57010555194892,54.9871202949225
"E01008361",-1.57312614664835,54.9859974590527
"E01012309",-1.56367631458505,54.538858359899
"E01008368",-1.59801615036366,54.9890234744631
"E01008369",-1.60823493351234,54.9914604112076
"E01012266",-1.30382145208204,54.5710369628641
"E01012267",-1.31620329140717,54.5665402701476
"E01012264",-1.32429460412672,54.5533354252107
"E01012262",-1.31608617412022,54.55770852409
"E01012260",-1.30712706488028,54.5922776502624
"E01012261",-1.3042981946868,54.5881944427396
"E01012268",-1.30619577070393,54.5785939946928
"E01012269",-1.40494004635051,54.5416996740254
"E01008256",-1.63503775749653,54.9365831160236
"E01008257",-1.61930759740899,54.9495296007224
"E01008254",-1.61152187209384,54.9474333523256
"E01008255",-1.60734501440923,54.944570076603
"E01008252",-1.60283134285047,54.9517136405464
"E01008253",-1.60696749492281,54.9497268429331
"E01008250",-1.76333924015364,54.9743765635014
"E01008251",-1.60249257025246,54.948505463707
"E01008258",-1.62387353263726,54.9565241893742
"E01008259",-1.62479347828307,54.9507306915974
"E01020669",-1.80035755572284,54.8601188787623
"E01008687",-1.36306869140228,54.9508299822188
"E01008606",-1.44487725229904,54.9598665793558
"E01008686",-1.36865369820013,54.9533341158201
"E01008607",-1.44571002781127,54.9629611424554
"E01008685",-1.36414934148861,54.9601378525506
"E01008604",-1.48727456143542,54.982325958321
"E01008684",-1.38184480157308,54.9763079038503
"E01008602",-1.46617641920299,54.9660925011171
"E01008683",-1.42950713718978,54.9833483379526
"E01008682",-1.4215078746148,54.9719744547169
"E01008603",-1.46383445921392,54.9615724083413
"E01008600",-1.47892693540075,54.98043275252
"E01008681",-1.41470279383757,54.9748737017205
"E01008601",-1.46905769900369,54.9704853554751
"E01008680",-1.41896690691965,54.979290849889
"E01008689",-1.43108247087489,54.9585561986503
"E01008608",-1.45875602510767,54.9631306365777
"E01008688",-1.42652904490435,54.9617256099946
"E01008609",-1.43856131852698,54.9628882845708
"E01020732",-1.53692853443367,54.7544534195758
"E01020733",-1.34365848839479,54.7649809153615
"E01020731",-1.50552110825141,54.7742866307022
"E01020738",-1.28102215022413,54.7440546662937
"E01020739",-1.29002943482161,54.7482703337728
"E01008746",-1.432988418043,54.8053422452886
"E01008747",-1.4801097656613,54.8223654898977
"E01008744",-1.43895109968233,54.8092797255963
"E01008745",-1.4458058212571,54.8124991415957
"E01008742",-1.44863258921763,54.8194957728956
"E01008743",-1.45637544993188,54.8138125137327
"E01008740",-1.37578003475477,54.8911736266524
"E01008741",-1.36150879089779,54.8834693790397
"E01008748",-1.45720834842071,54.8221699682183
"E01008749",-1.47944767702013,54.8403259228972
"E01032647",-1.51600734996715,55.0312075848166
"E01032648",-1.51434109203747,55.035040772719
"E01008636",-1.39849550619936,54.9788334006434
"E01008637",-1.39007523558677,54.9774102387158
"E01008634",-1.40319655567504,54.9752261243072
"E01008635",-1.4073186634362,54.9758920977494
"E01008632",-1.48363345318446,54.9595275051826
"E01008633",-1.39683291561158,54.9751693088678
"E01008630",-1.47596318898664,54.9517321047172
"E01008631",-1.47496652261002,54.9605089028618
"E01008638",-1.52354348713886,54.980172658378
"E01008639",-1.51206786419142,54.9791621421296
"E01027387",-2.0112983138948,55.7663935099182
"E01027386",-2.01324399314558,55.7556664044795
"E01027384",-1.66002509839652,55.5684686421773
"E01027383",-1.65302500205499,55.5796335150058
"E01027382",-2.15324655446087,55.717062759255
"E01027381",-2.03015107200067,55.6344767765107
"E01027380",-1.96802338172451,55.712474269994
"E01027388",-1.99910764356762,55.756717096162
"E01033206",-1.41202558279518,54.8014227354299
"E01033205",-1.39914358948655,54.7979082298596
"E01033202",-1.36745325811727,54.8426963266816
"E01033203",-1.5366793609605,54.6826636850601
"E01027554",-1.58261014816679,55.1647509860101
"E01027552",-1.53467118271539,55.1501766865962
"E01027553",-1.57383820247663,55.1614706514997
"E01027550",-1.5643354824521,55.1379016285918
"E01027551",-1.56429850364236,55.1417487130652
"E01027406",-1.5843046686218,55.0726415370072
"E01027487",-2.45691451768159,54.9725679125167
"E01027407",-1.5777580058108,55.0709952808145
"E01027486",-2.46711549390552,54.9677958876347
"E01027404",-1.58248881923203,55.0919899622898
"E01027485",-2.4642150753728,54.9708627325885
"E01027405",-1.57673666073397,55.090242301917
"E01027484",-2.38064034194913,54.9768602322915
"E01027402",-1.58788211119184,55.1013917002229
"E01027483",-1.89776451647337,54.9702546759111
"E01027403",-1.58715910644266,55.0968080512551
"E01027482",-2.01098572138876,54.9771377889149
"E01027400",-1.57250850847073,55.1013496914852
"E01027481",-2.01653973062121,54.9763175589262
"E01027401",-1.5786156963674,55.0997657358434
"E01027480",-2.11211212169595,55.0599882428376
"E01027408",-1.57789025510161,55.0771207901456
"E01027489",-2.11092279318559,54.9639467511099
"E01027409",-1.58487830951837,55.0835174928222
"E01027488",-2.24860953711047,54.9729663856249
"E01020826",-1.55998642426537,54.6006966801695
"E01020827",-1.42215236057981,54.7138382802506
"E01020824",-1.57365434027146,54.6146445641436
"E01020825",-1.56353552327365,54.6163803112665
"E01020822",-1.59651913899409,54.6776617246801
"E01020823",-1.61502197408313,54.6898641872602
